title,author_id,last_updated,link
What is Autonomic Computing?,supriya_saxena,"02 Sep, 2020",https://www.geeksforgeeks.org/what-is-autonomic-computing/
How to Create Static Shortcuts in Android App?,aashaypawar,"31 Aug, 2020",https://www.geeksforgeeks.org/how-to-create-static-shortcuts-in-android-app/
CitiCorp Internship Interview Experience,sanchita0500,"25 Aug, 2020",https://www.geeksforgeeks.org/citicorp-internship-interview-experience/
Difference between Analog Communication and Digital Communication,Satyabrata_Jena,"01 Feb, 2022",https://www.geeksforgeeks.org/difference-between-analog-communication-and-digital-communication/
Normal and Principle Forms,prernap1909,"26 Aug, 2020",https://www.geeksforgeeks.org/normal-and-principle-forms/
Swapping Pairs of Characters in a String in Java,prashant_srivastava,"30 Aug, 2020",https://www.geeksforgeeks.org/swapping-pairs-of-characters-in-a-string-in-java/
How to Get a Software Developer Job Without Any Experience?,madhur912,"22 Aug, 2020",https://www.geeksforgeeks.org/how-to-get-a-software-developer-job-without-any-experience/
Conditional Inheritance in Python,suchetaggarwal4,"25 Aug, 2020",https://www.geeksforgeeks.org/conditional-inheritance-in-python/
Difference between Turbo C++ and Dev C++,smilevinocha,"24 Aug, 2020",https://www.geeksforgeeks.org/difference-between-turbo-c-and-dev-c/
Python – Extract records if Kth elements not in List,manjeet_04,"29 Aug, 2020",https://www.geeksforgeeks.org/python-extract-records-if-kth-elements-not-in-list/
How to Make Changes to The Application Deployed on Heroku ?,yuvraj_chandra,"29 Aug, 2020",https://www.geeksforgeeks.org/how-to-make-changes-to-the-application-deployed-on-heroku/
SQL | DEFAULT Constraint,khushboogoyal499,"28 Aug, 2020",https://www.geeksforgeeks.org/sql-default-constraint/
Dart – Common Collection Methods,ddeevviissaavviittaa,"30 Aug, 2020",https://www.geeksforgeeks.org/dart-common-collection-methods/
Different types of risks in Software Project Development,Satyabrata_Jena,"26 Aug, 2020",https://www.geeksforgeeks.org/different-types-of-risks-in-software-project-development/
Differences between ERP and SAP,manmeetjuneja5,"25 Aug, 2020",https://www.geeksforgeeks.org/differences-between-erp-and-sap/
Elements of Network protocol,guduruaishwarya09,"24 Aug, 2020",https://www.geeksforgeeks.org/elements-of-network-protocol/
Generate five random numbers from the normal distribution using NumPy,simran_bhandari,"29 Aug, 2020",https://www.geeksforgeeks.org/generate-five-random-numbers-from-the-normal-distribution-using-numpy/
Assignment Operators in Python,ankthon,"29 Aug, 2020",https://www.geeksforgeeks.org/assignment-operators-in-python/
"Difference between FDMA, TDMA and CDMA",itskawal2000,"24 Aug, 2020",https://www.geeksforgeeks.org/difference-between-fdma-tdma-and-cdma/
Software-defined Networking (SDN) Controller,adarsh_sahni,"24 Aug, 2020",https://www.geeksforgeeks.org/software-defined-networking-sdn-controller/
Working of Compiler Phases with Example,Ashish_rana,"24 Aug, 2020",https://www.geeksforgeeks.org/working-of-compiler-phases-with-example/
Classification of Mobile Communication,afshan_mairaj,"24 Jan, 2022",https://www.geeksforgeeks.org/classification-of-mobile-communication/
How to calculate dot product of two vectors in Python?,AmiyaRanjanRout,"25 May, 2021",https://www.geeksforgeeks.org/how-to-calculate-dot-product-of-two-vectors-in-python/
"Calculate the average, variance and standard deviation in Python using NumPy",AmiyaRanjanRout,"08 Oct, 2021",https://www.geeksforgeeks.org/calculate-the-average-variance-and-standard-deviation-in-python-using-numpy/
Python – Assigning Subsequent Rows to Matrix first row elements,manjeet_04,"30 Dec, 2020",https://www.geeksforgeeks.org/python-assigning-subsequent-rows-to-matrix-first-row-elements/
Python script to shows Laptop Battery Percentage,MuskanKalra1,"29 Aug, 2020",https://www.geeksforgeeks.org/python-script-to-shows-laptop-battery-percentage/
re.MatchObject.group() function in Python Regex,haridarshanc,"27 May, 2021",https://www.geeksforgeeks.org/re-matchobject-group-function-in-python-regex/
Python Program to find the Quotient and Remainder of two numbers,deepanshumehra1410,"29 Aug, 2020",https://www.geeksforgeeks.org/python-program-to-find-the-quotient-and-remainder-of-two-numbers/
Python Program to print all Possible Combinations from the three Digits,deepanshumehra1410,"29 Aug, 2020",https://www.geeksforgeeks.org/python-program-to-print-all-possible-combinations-from-the-three-digits/
How to test Typing Speed using Python?,deepkiyada7,"09 Sep, 2021",https://www.geeksforgeeks.org/how-to-test-typing-speed-using-python/
Hadoop – Daemons and Their Features,dikshantmalidev,"06 Oct, 2021",https://www.geeksforgeeks.org/hadoop-daemons-and-their-features/
Count of distinct permutations of every possible length of given string,atulya_bajpai,"29 Apr, 2021",https://www.geeksforgeeks.org/count-of-distinct-permutations-of-every-possible-length-of-given-string/
Introduction to ERP,itskawal2000,"28 Aug, 2020",https://www.geeksforgeeks.org/introduction-to-erp/
How to integrate Git Bash with Visual Studio Code?,muskan02,"22 Nov, 2021",https://www.geeksforgeeks.org/how-to-integrate-git-bash-with-visual-studio-code/
How to Protect a PDF File from Copying?,AnkitMahali,"25 Aug, 2020",https://www.geeksforgeeks.org/how-to-protect-a-pdf-file-from-copying/
Student Grade Calculator using Java Swing,minsuga98,"01 Sep, 2020",https://www.geeksforgeeks.org/student-grade-calculator-using-java-swing/
Count of all possible numbers not exceeding M having suffix N,yoji,"10 May, 2021",https://www.geeksforgeeks.org/count-of-all-possible-numbers-not-exceeding-m-having-suffix-n/
How to return a Pointer from a Function in C,Subhajit Guha Thakurta,"19 Aug, 2020",https://www.geeksforgeeks.org/how-to-return-a-pointer-from-a-function-in-c/
Python Program to Convert Celsius To Fahrenheit,devanshigupta1304,"24 Oct, 2021",https://www.geeksforgeeks.org/python-program-to-convert-celsius-to-fahrenheit/
"Difference between Hierarchical, Network and Relational Data Model",itskawal2000,"21 Aug, 2020",https://www.geeksforgeeks.org/difference-between-hierarchical-network-and-relational-data-model/
Minimum moves required to type a word in QWERTY based keyboard,dastryu,"10 Nov, 2021",https://www.geeksforgeeks.org/minimum-moves-required-to-type-a-word-in-qwerty-based-keyboard/
Python program to solve quadratic equation,simran_bhandari,"29 Aug, 2020",https://www.geeksforgeeks.org/python-program-to-solve-quadratic-equation/
Classification of Embedded Systems,Satyabrata_Jena,"21 Aug, 2020",https://www.geeksforgeeks.org/classification-of-embedded-systems/
Concatenate strings from several rows using Pandas groupby,romy421kumari,"20 Aug, 2020",https://www.geeksforgeeks.org/concatenate-strings-from-several-rows-using-pandas-groupby/
Handling NameError Exception in Python,z0o0p,"29 Jan, 2022",https://www.geeksforgeeks.org/handling-nameerror-exception-in-python/
Equivalence Partitioning Method,madhurihammad,"24 Nov, 2021",https://www.geeksforgeeks.org/equivalence-partitioning-method/
Find sum and average of List in Python,deepanshumehra1410,"29 Aug, 2020",https://www.geeksforgeeks.org/find-sum-and-average-of-list-in-python/
SQL | Query to select NAME from table using different options,khushboogoyal499,"19 Aug, 2020",https://www.geeksforgeeks.org/sql-query-to-select-name-from-table-using-different-options/
Mouse swipe controls in Angular 9 using HammerJS,ishusinghal03,"19 Aug, 2020",https://www.geeksforgeeks.org/mouse-swipe-controls-in-angular-9-using-hammerjs/
Microsoft Interview Experience ( 4+ years Experienced),GeeksforGeeks,"17 Aug, 2020",https://www.geeksforgeeks.org/microsoft-interview-experience-4-years-experienced/
SVG Circle,Vijay Sirra,"14 Feb, 2022",https://www.geeksforgeeks.org/svg-circle/
Top 7 Reasons to Learn Golang,vanigupta20024,"15 Aug, 2020",https://www.geeksforgeeks.org/top-7-reasons-to-learn-golang/
Difference between Node.JS and Javascript,tarun007,"18 Aug, 2021",https://www.geeksforgeeks.org/difference-between-node-js-and-javascript/
Find two distinct numbers such that their LCM lies in given range,aniket173000,"31 Jan, 2022",https://www.geeksforgeeks.org/find-two-distinct-numbers-such-that-their-lcm-lies-in-given-range/
Difference between SCTP and UDP,pratiksha6294,"21 Aug, 2020",https://www.geeksforgeeks.org/difference-between-sctp-and-udp/
Joining Excel Data from Multiple files using Python Pandas,amitkkumra,"17 Aug, 2020",https://www.geeksforgeeks.org/joining-excel-data-from-multiple-files-using-python-pandas/
Transition from OpenCV 2 to OpenCV 3.x,akankshaakkihal27,"18 Aug, 2020",https://www.geeksforgeeks.org/transition-from-opencv-2-to-opencv-3-x/
How to create a vector in Python using NumPy,rakshitarora,"28 Oct, 2021",https://www.geeksforgeeks.org/how-to-create-a-vector-in-python-using-numpy/
Calculate the frequency counts of each unique value of a Pandas series,yash41997,"17 Aug, 2020",https://www.geeksforgeeks.org/calculate-the-frequency-counts-of-each-unique-value-of-a-pandas-series/
Infosys(Infytq) Certification Exam (Systems Engineer Role),GeeksforGeeks,"14 Aug, 2020",https://www.geeksforgeeks.org/infosysinfytq-certification-exam-systems-engineer-role/
Event bubbling in JavaScript,kg_code,"09 Nov, 2021",https://www.geeksforgeeks.org/event-bubbling-in-javascript/
Parsing PDFs in Python with Tika,akshaypawar4,"17 Aug, 2020",https://www.geeksforgeeks.org/parsing-pdfs-in-python-with-tika/
Python – Convert Lists into Similar key value lists,manjeet_04,"29 Aug, 2020",https://www.geeksforgeeks.org/python-convert-lists-into-similar-key-value-lists/
Print the middle character of a string,prashant_srivastava,"10 Nov, 2021",https://www.geeksforgeeks.org/print-the-middle-character-of-a-string/
Check if an Array can be Sorted by picking only the corner Array elements,varuntak22,"29 Apr, 2021",https://www.geeksforgeeks.org/check-if-an-array-can-be-sorted-by-picking-only-the-corner-array-elements/
Edge detection using in-built function in MATLAB,SakshiBhakhra,"25 Aug, 2021",https://www.geeksforgeeks.org/edge-detection-using-in-built-function-in-matlab/
Noise addition using in-built Matlab function,SakshiBhakhra,"17 Aug, 2020",https://www.geeksforgeeks.org/noise-addition-using-in-built-matlab-function/
Union and Union All in MS SQL Server,mangalgiaishwarya2,"14 Aug, 2020",https://www.geeksforgeeks.org/union-and-union-all-in-ms-sql-server/
Immersive technologies-Augmented Reality,guduruaishwarya09,"14 Aug, 2020",https://www.geeksforgeeks.org/immersive-technologies-augmented-reality/
Difference between IP address and Port Number,Satyabrata_Jena,"13 Aug, 2020",https://www.geeksforgeeks.org/difference-between-ip-address-and-port-number/
Difference between Linker and Loader,vanshgaur14866,"22 Nov, 2021",https://www.geeksforgeeks.org/difference-between-linker-and-loader/
Differences between SQL and SQLite,khushboogoyal499,"13 Aug, 2020",https://www.geeksforgeeks.org/differences-between-sql-and-sqlite/
MACAW Protocol,gluttony777,"13 Aug, 2020",https://www.geeksforgeeks.org/macaw-protocol/
Traditional File System,harleenk_99,"13 Aug, 2020",https://www.geeksforgeeks.org/traditional-file-system/
Calculate the Euclidean distance using NumPy,dadimadhav,"05 Jul, 2021",https://www.geeksforgeeks.org/calculate-the-euclidean-distance-using-numpy/
Python – turtle.pencolor() method,deepanshu_rustagi,"29 Jul, 2021",https://www.geeksforgeeks.org/python-turtle-pencolor-method/
Components of X.25 Network,madhurihammad,"12 Aug, 2020",https://www.geeksforgeeks.org/components-of-x-25-network/
Normalization Process in DBMS,ankurbarick,"12 Aug, 2020",https://www.geeksforgeeks.org/normalization-process-in-dbms/
Precedence and Associativity of Operators in Python,ankthon,"29 Oct, 2021",https://www.geeksforgeeks.org/precedence-and-associativity-of-operators-in-python/
Introduction to TELNET,itskawal2000,"19 Jul, 2021",https://www.geeksforgeeks.org/introduction-to-telnet/
KAAR Technologies Interview Experience (On-Campus) 2021,GeeksforGeeks,"10 Aug, 2020",https://www.geeksforgeeks.org/kaar-technologies-interview-experience-on-campus-2021/
Sort an array of strings lexicographically based on prefix,rishabhtyagi2306,"31 Aug, 2021",https://www.geeksforgeeks.org/sort-an-array-of-strings-lexicographically-based-on-prefix/
10 Web Development and Web Design Facts That You Should Know,mukulbaid63,"28 Jan, 2022",https://www.geeksforgeeks.org/10-web-development-and-web-design-facts-that-you-should-know/
Authorization across services through OAuth 2.0,tabmir,"11 Aug, 2020",https://www.geeksforgeeks.org/authorization-across-services-through-oauth-2-0/
7 Must-Have Mobile Apps to Prepare for Online Interviews,madhur912,"07 Aug, 2020",https://www.geeksforgeeks.org/7-must-have-mobile-apps-to-prepare-for-online-interviews/
Traffic Shaping,shubhikagarg1999,"10 Aug, 2020",https://www.geeksforgeeks.org/traffic-shaping/
DE Shaw Interview Experience(On Campus) Internship 2021,rajanarora1999,"07 Aug, 2020",https://www.geeksforgeeks.org/de-shaw-interview-experienceon-campus-internship-2021/
Introduction to NSE Tools Module in Python,rakshitarora,"03 Aug, 2021",https://www.geeksforgeeks.org/introduction-to-nse-tools-module-in-python/
Node.js assert.equal() Function,gouravhammad,"07 Aug, 2020",https://www.geeksforgeeks.org/node-js-assert-equal-function/
numpy.random.uniform() in Python,Jitender_1998,"18 Aug, 2020",https://www.geeksforgeeks.org/numpy-random-uniform-in-python/
Perspective Projection and its Types,itskawal2000,"07 Aug, 2020",https://www.geeksforgeeks.org/perspective-projection-and-its-types/
Introduction to Electronic Mail,itskawal2000,"06 Aug, 2020",https://www.geeksforgeeks.org/introduction-to-electronic-mail/
Cryptographic Hash Function in Java,nimma_shravan_kumar_reddy,"05 Aug, 2020",https://www.geeksforgeeks.org/cryptographic-hash-function-in-java/
SAP Labs 2020 Online Test,GeeksforGeeks,"04 Aug, 2020",https://www.geeksforgeeks.org/sap-labs-2020-online-test/
How to Use GeeksforGeeks to Prepare for GATE CS?,GeeksforGeeks,Basic,https://www.geeksforgeeks.org/how-to-use-geeksforgeeks-to-prepare-for-gate-cs/
Input Output Ports,geetansh044,"02 Sep, 2020",https://www.geeksforgeeks.org/input-output-ports/
pandas.crosstab() function in Python,deepanshu_rustagi,"14 Aug, 2020",https://www.geeksforgeeks.org/pandas-crosstab-function-in-python/
Future of Cloud Computing,ankurbarick,"06 Aug, 2020",https://www.geeksforgeeks.org/future-of-cloud-computing/
3 big changes in GATE 2021,Mithlesh Upadhyay,"24 Nov, 2020",https://www.geeksforgeeks.org/3-big-changes-in-gate-2021/
Best Tech Movies That Every Programmer Must Watch,shivalibhadaniya,"13 Aug, 2021",https://www.geeksforgeeks.org/best-tech-movies-that-every-programmer-must-watch/
8 different ways to Add Two Numbers in C/C++,shivanisinghss2110,"29 May, 2021",https://www.geeksforgeeks.org/7-different-ways-to-add-two-numbers-in-c-c/
How to Convert String to Integer in Pandas DataFrame?,shardul_singh_tomar,"16 Feb, 2022",https://www.geeksforgeeks.org/how-to-convert-string-to-integer-in-pandas-dataframe/
Materialize CSS | Tooltips,tanvi_gupta,"23 Aug, 2021",https://www.geeksforgeeks.org/materialize-css-tooltips/
Get current timestamp using Python,ashishguru9803,"01 Aug, 2020",https://www.geeksforgeeks.org/get-current-timestamp-using-python/
JavaScript Function.length property,tarun007,"02 Dec, 2021",https://www.geeksforgeeks.org/javascript-function-length-property/
Python – Append Dictionary Keys and Values ( In order ) in dictionary,manjeet_04,"01 Aug, 2020",https://www.geeksforgeeks.org/python-append-dictionary-keys-and-values-in-order-in-dictionary/
Get month and Year from Date in Pandas – Python,rutujakawade24,"26 Nov, 2021",https://www.geeksforgeeks.org/get-month-and-year-from-date-in-pandas-python/
Count of pairs having each element equal to index of the other from an Array,offbeat,"19 Mar, 2021",https://www.geeksforgeeks.org/count-of-pairs-having-each-element-equal-to-index-of-the-other-from-an-array/
C++ program to check whether a String is a Pangram or not,Priyanshu_Pandey,"30 Jul, 2020",https://www.geeksforgeeks.org/c-program-to-check-whether-a-string-is-a-pangram-or-not/
Understanding Boolean Logic in Python 3,akash_porwal2002,"23 Jul, 2021",https://www.geeksforgeeks.org/understanding-boolean-logic-in-python-3/
Introduction of Novell NetWare,madhurihammad,"31 Jul, 2020",https://www.geeksforgeeks.org/introduction-of-novell-netware/
Competitive Programming Vs Software Development for computer science students,sarvjot,"31 Jul, 2020",https://www.geeksforgeeks.org/competitive-programming-vs-software-development-for-computer-science-students/
Difference between Hardware Description Language and Software Language,ShreyaSharma9,"17 Sep, 2021",https://www.geeksforgeeks.org/difference-between-hardware-description-language-and-software-language/
Amazon Interview Experience (On-Campus for Internship 2019),GeeksforGeeks,"29 Jul, 2020",https://www.geeksforgeeks.org/amazon-interview-experience-on-campus-for-internship-2019/
How to import data from .CSV file into MySQL table using Node.js ?,Alok_Kumar_Singh,"19 Jan, 2022",https://www.geeksforgeeks.org/how-to-import-data-from-csv-file-into-mysql-table-using-node-js/
How to show contents of selected row of a table in Bootstrap model using jQuery ?,hacksight,"03 Aug, 2021",https://www.geeksforgeeks.org/how-to-show-contents-of-selected-row-of-a-table-in-bootstrap-model-using-jquery/
How to create a nested RecyclerView in Android,aayushitated2000,"22 Aug, 2021",https://www.geeksforgeeks.org/how-to-create-a-nested-recyclerview-in-android/
Find temperature of missing days using given sum and average,coder_nero,"01 Apr, 2021",https://www.geeksforgeeks.org/find-temperature-of-missing-days-using-given-sum-and-average/
Search by value in a Map in C++,kothariji,"03 Mar, 2021",https://www.geeksforgeeks.org/search-by-value-in-a-map-in-c/
Puzzle | Place numbers 1 to 9 in a Circle such that sum of every triplet in straight line is 15,a4452,"28 Jul, 2020",https://www.geeksforgeeks.org/puzzle-place-numbers-1-to-9-in-a-circle-such-that-sum-of-every-triplet-in-straight-line-is-15/
Difference between HTML and CSS,ypsjnv2013,"28 Jul, 2020",https://www.geeksforgeeks.org/difference-between-html-and-css/
PyQt5 QListWidget – Setting Vertical Scroll Bar,rakshitarora,"06 Aug, 2020",https://www.geeksforgeeks.org/pyqt5-qlistwidget-setting-vertical-scroll-bar/
Difference between Crawling and Indexing in Search Engine Optimization (SEO),anuragtarang60,"30 Jul, 2020",https://www.geeksforgeeks.org/difference-between-crawling-and-indexing-in-search-engine-optimization-seo/
PostgreSQL – Introduction to Stored Procedures,RajuKumar19,"28 Aug, 2020",https://www.geeksforgeeks.org/postgresql-introduction-to-stored-procedures/
Making a simple PWA under 5 minutes,muskan02,"01 Jun, 2021",https://www.geeksforgeeks.org/making-a-simple-pwa-under-5-minutes/
Plotting Various Sounds on Graphs using Python and Matplotlib,debdutgoswami,"27 Jan, 2022",https://www.geeksforgeeks.org/plotting-various-sounds-on-graphs-using-python-and-matplotlib/
PostgreSQL – ROW_NUMBER Function,RajuKumar19,"10 Feb, 2021",https://www.geeksforgeeks.org/postgresql-row_number-function/
ODBC Full Form,Akashkumar17,"19 Nov, 2021",https://www.geeksforgeeks.org/odbc-full-form/
turtle.circle() method in Python,deepanshu_rustagi,"01 Aug, 2020",https://www.geeksforgeeks.org/turtle-circle-method-in-python/
Draw Spiraling Star using Turtle in Python,iamjpsonkar,"01 Aug, 2020",https://www.geeksforgeeks.org/draw-spiraling-star-using-turtle-in-python/
Types of HDLC Frames,madhurihammad,"30 Jul, 2020",https://www.geeksforgeeks.org/types-of-hdlc-frames/
Difference between Android Toast and SnackBar,aman neekhara,"27 May, 2021",https://www.geeksforgeeks.org/differnce-between-android-toast-and-snackbar/
5 Machine Learning Project Ideas for Beginners,pcpiyush1106,"25 Jul, 2020",https://www.geeksforgeeks.org/5-machine-learning-project-ideas-for-beginners/
Check if string is right to left diagonal or not,rutvik_56,"15 Jun, 2021",https://www.geeksforgeeks.org/check-if-string-is-right-to-left-diagonal-or-not/
Morgan Stanley Interview (On campus Virtual) July 2020,namang_99,"27 Jul, 2020",https://www.geeksforgeeks.org/morgan-stanley-interview-on-campus-virtual-july-2020/
Introduction to Docker,aaaanchakure,"30 Jul, 2020",https://www.geeksforgeeks.org/introduction-to-docker/
MoviePy – Getting Duration of Video File Clip,rakshitarora,"01 Aug, 2020",https://www.geeksforgeeks.org/moviepy-getting-duration-of-video-file-clip/
Difference between Intel and AMD,harleenk_99,"13 Sep, 2021",https://www.geeksforgeeks.org/difference-between-intel-and-amd/
Basic characteristics of Computer Networks,bohramayank4u,"30 Jul, 2020",https://www.geeksforgeeks.org/basic-characteristics-of-computer-networks/
Difference between Google and Microsoft,supriya_saxena,"22 Oct, 2020",https://www.geeksforgeeks.org/difference-between-google-and-microsoft/
"Queries to check if any non-repeating element exists within range [L, R] of an Array",insiderpants,"24 Jul, 2020",https://www.geeksforgeeks.org/queries-to-check-if-any-non-repeating-element-exists-within-range-l-r-of-an-array/
Domain Name System (DNS) Zones,whysodarkbro,"31 Jul, 2020",https://www.geeksforgeeks.org/domain-name-system-dns-zones/
Difference between XHTML and HTML5,tarun007,"03 Aug, 2021",https://www.geeksforgeeks.org/difference-between-xhtml-and-html5/
Difference between React.js and Bootstrap,tarun007,"16 Jul, 2021",https://www.geeksforgeeks.org/difference-between-react-js-and-bootstrap/
Types of Virtual Machines,amit_mangal_,"20 Aug, 2020",https://www.geeksforgeeks.org/types-of-virtual-machines/
Find maximum GCD value from root to leaf in a Binary tree,mohit kumar 29,"23 Aug, 2021",https://www.geeksforgeeks.org/find-maximum-gcd-value-from-root-to-leaf-in-a-binary-tree/
Listview.builder in Flutter,swapnilbutia05,"30 Jun, 2021",https://www.geeksforgeeks.org/listview-builder-in-flutter/
Mathematics Tricks For Competitive Programming In Python 3,Harish Vemula,"08 Jul, 2021",https://www.geeksforgeeks.org/mathematics-tricks-for-competitive-programming-in-python-3/
MoviePy – Resizing Video File,rakshitarora,"29 Dec, 2021",https://www.geeksforgeeks.org/moviepy-resizing-video-file/
Difference between MultiCore and MultiProcessor System,Ganeshchowdharysadanala,"28 Jul, 2020",https://www.geeksforgeeks.org/difference-between-multicore-and-multiprocessor-system/
Difference between Data Warehouse and Hadoop,dikshamulchandani1,"28 Jul, 2020",https://www.geeksforgeeks.org/difference-between-data-warehouse-and-hadoop/
Evolution of Software Economics,madhurihammad,"28 Jul, 2020",https://www.geeksforgeeks.org/evolution-of-software-economics/
Draw moving object using Turtle in Python,deepanshu_rustagi,"13 Oct, 2020",https://www.geeksforgeeks.org/draw-moving-object-using-turtle-in-python/
Creating Phishing page of a website,rbbansal,"13 Aug, 2020",https://www.geeksforgeeks.org/creating-phishing-page-of-a-website/
Draw Clock Design using Turtle in Python,deepanshu_rustagi,"26 Jul, 2021",https://www.geeksforgeeks.org/draw-clock-design-using-turtle-in-python/
How to find the first and last character of a string in Java,prashant_srivastava,"23 Jul, 2020",https://www.geeksforgeeks.org/how-to-find-the-first-and-last-character-of-a-string-in-java/
Count of subsequences consisting of the same element,divyeshrabadiya07,"21 May, 2021",https://www.geeksforgeeks.org/count-of-subsequences-consisting-of-the-same-element/
How to Create Animated Typing Effect using typed.js ?,Malhar_37,"21 Jul, 2020",https://www.geeksforgeeks.org/how-to-create-animated-typing-effect-using-typed-js/
Difference between GET and POST request in Vanilla JavaScript,thacker_shahid,"24 Nov, 2021",https://www.geeksforgeeks.org/difference-between-get-and-post-request-in-vanilla-javascript/
How to switch between multiple CSS stylesheets using JavaScript ?,chitrankmishra,"21 Jul, 2020",https://www.geeksforgeeks.org/how-to-switch-between-multiple-css-stylesheets-using-javascript/
How to create a progress bar using HTML and CSS?,riyakalra59,"22 Jul, 2020",https://www.geeksforgeeks.org/how-to-create-a-progress-bar-using-html-and-css/
TCS Interview Experience – Codevita 2019,has_786,"11 Jan, 2022",https://www.geeksforgeeks.org/tcs-interview-experience-codevita-2019/
Interview Experiences of Service Based Company as a fresher,saksham_kapoor,"22 Jul, 2020",https://www.geeksforgeeks.org/interview-experiences-of-service-based-company-as-a-fresher/
Recursion in Python,shardul_singh_tomar,"28 Jul, 2020",https://www.geeksforgeeks.org/recursion-in-python/
Check if two arrays can be made equal by reversing subarrays multiple times,spp____,"22 Apr, 2021",https://www.geeksforgeeks.org/check-if-two-arrays-can-be-made-equal-by-reversing-subarrays-multiple-times/
Exponential Smoothing in R Programming,shaonim8,"25 Jan, 2022",https://www.geeksforgeeks.org/exponential-smoothing-in-r-programming/
Check whether a given number is an ugly number or not,ShivaTeja2,"03 Mar, 2021",https://www.geeksforgeeks.org/check-whether-a-given-number-is-an-ugly-number-or-not/
Get a list of a specified column of a Pandas DataFrame,soumya08,"28 Jul, 2020",https://www.geeksforgeeks.org/get-a-list-of-a-specified-column-of-a-pandas-dataframe/
How to calculate the Percentage of a column in Pandas ?,nidhi_biet,"28 Jul, 2020",https://www.geeksforgeeks.org/how-to-calculate-the-percentage-of-a-column-in-pandas/
Initialize an Empty Dictionary in Python,kirtibhardwaj408,"13 Nov, 2020",https://www.geeksforgeeks.org/initialize-an-empty-dictionary-in-python/
Use of na_values parameter in read_csv() function of Pandas in Python,mukulsomukesh,"28 Jul, 2020",https://www.geeksforgeeks.org/use-of-na_values-parameter-in-read_csv-function-of-pandas-in-python/
Difference between K-Means and DBScan Clustering,DishaSinha,"20 Aug, 2020",https://www.geeksforgeeks.org/difference-between-k-means-and-dbscan-clustering/
How to Make a Perfect Career When You Have No Idea what to Pursue?,madhur912,"18 Jul, 2020",https://www.geeksforgeeks.org/how-to-make-a-perfect-career-when-you-have-no-idea-what-to-pursue/
Philaland Coin | TCS Mockvita 2020,abhiarrathore,"17 Jun, 2021",https://www.geeksforgeeks.org/philaland-coin-tcs-mockvita-2020/
Dart – Const And Final Keyword,aditya_taparia,"10 Sep, 2021",https://www.geeksforgeeks.org/dart-const-and-final-keyword/
Content of a Polynomial,jojo9911,"22 Apr, 2021",https://www.geeksforgeeks.org/content-of-a-polynomial/
Difference between AWT and Swing in Java,ypsjnv2013,"10 Jan, 2022",https://www.geeksforgeeks.org/difference-between-awt-and-swing-in-java/
Connection-less Service,madhurihammad,"25 Jul, 2020",https://www.geeksforgeeks.org/connection-less-service/
Constructors in Dart,aditya_taparia,"20 Jul, 2020",https://www.geeksforgeeks.org/constructors-in-dart/
Introduction to Solidity,jeeteshgavande30,"20 Jul, 2020",https://www.geeksforgeeks.org/introduction-to-solidity/
Introduction to Chempy in Python,hootingsailor,"19 Aug, 2021",https://www.geeksforgeeks.org/introduction-to-chempy-in-python/
AMCAT Test Experience 2021,PRAKHARAGRAWAL8013,"17 Jul, 2020",https://www.geeksforgeeks.org/amcat-test-experience-2021/
Difference Between DART and C++,aleenajoseph993,"20 Aug, 2021",https://www.geeksforgeeks.org/difference-between-dart-and-c/
What is CGI in Python ?,pcpiyush1106,"10 Feb, 2022",https://www.geeksforgeeks.org/what-is-cgi-in-python/
Using CountVectorizer to Extracting Features from Text,khushali_verma,"17 Jul, 2020",https://www.geeksforgeeks.org/using-countvectorizer-to-extracting-features-from-text/
Introduction to Graphs,him0000,"16 Jul, 2020",https://www.geeksforgeeks.org/introduction-to-graphs/
Convert 1 into X in min steps by multiplying with 2 or 3 or by adding 1,swathypanayoor,"14 Jun, 2021",https://www.geeksforgeeks.org/convert-1-into-x-in-min-steps-by-multiplying-with-2-or-3-or-by-adding-1/
What are the C programming concepts used as Data Structures,ganekasar,"13 Dec, 2021",https://www.geeksforgeeks.org/what-are-the-c-programming-concepts-used-as-data-structures/
Convert Python Code to a Software to Install on Windows Using Inno Setup Compiler,hemusharma196,"20 Jul, 2020",https://www.geeksforgeeks.org/convert-python-code-to-a-software-to-install-on-windows-using-inno-setup-compiler/
CNN – Image data pre-processing with generators,infoaryan,"16 Jul, 2020",https://www.geeksforgeeks.org/cnn-image-data-pre-processing-with-generators/
ML – Different Regression types,jainanjali733985,"22 Jul, 2021",https://www.geeksforgeeks.org/ml-different-regression-types/
ML | Gini Impurity and Entropy in Decision Tree,GeeksforGeeks,"08 Sep, 2021",https://www.geeksforgeeks.org/gini-impurity-and-entropy-in-decision-tree-ml/
Difference between AMQP and HTTP protocols,manmeetjuneja5,"06 Oct, 2021",https://www.geeksforgeeks.org/difference-between-amqp-and-http-protocols/
Python – Coefficient of Determination-R2 score,ektamaini,"16 Jul, 2020",https://www.geeksforgeeks.org/python-coefficient-of-determination-r2-score/
Convert Decimal to String in Python,deepanshumehra1410,"28 Jul, 2020",https://www.geeksforgeeks.org/convert-decimal-to-string-in-python/
Importing Kaggle dataset into google colaboratory,ayushi_jain,"16 Jul, 2020",https://www.geeksforgeeks.org/importing-kaggle-dataset-into-google-colaboratory/
